tag,step,wall_time,value
cls_loss/train,9500,1782092870.459425,0.002226385520771146
cls_loss/train,9600,1782092985.5345929,0.001997485989704728
cls_loss/train,9700,1782093098.534342,0.0020978383254259825
cls_loss/train,9800,1782093210.8123343,0.002073518466204405
cls_loss/train,9900,1782093325.1424391,0.002121100900694728
cls_loss/train,10000,1782093437.4840283,0.002045497763901949
cls_loss/train,10100,1782093550.0199203,0.00199315557256341
cls_loss/train,10200,1782093664.698182,0.000908606976736337
cls_loss/train,10300,1782093777.4414978,0.002012180630117655
cls_loss/train,10400,1782093889.3431094,0.001906070625409484
cls_loss/train,10500,1782094001.4923596,0.0019104192033410072
cls_loss/train,10600,1782094115.7420232,0.001698214327916503
cls_loss/train,10700,1782094228.299764,0.0017799925990402699
cls_loss/train,10800,1782094340.8004391,0.0018173583084717393
cls_loss/train,10900,1782094455.9824107,0.0018365855794399977
cls_loss/train,11000,1782094568.7231593,0.0018211019923910499
cls_loss/train,11100,1782094680.7435782,0.0018050700891762972
cls_loss/train,11200,1782094795.3217263,0.001858784118667245
cls_loss/train,11300,1782094907.8601646,0.001834720023907721
cls_loss/train,11400,1782095019.8307197,0.0017564835725352168
cls_loss/train,11500,1782095134.5319488,0.0018500495934858918
cls_loss/train,11600,1782095246.7290902,0.001732942764647305
cls_loss/train,11700,1782095359.1146445,0.0017041896935552359
cls_loss/train,11800,1782095473.5362859,0.0015630287816748023
cls_loss/train,11900,1782095585.9488199,0.0016098719788715243
cls_loss/train,12000,1782095698.3591547,0.001590703846886754
cls_loss/train,12100,1782095812.930417,0.0016764416359364986
cls_loss/train,12200,1782095925.4962356,0.0015085353516042233
cls_loss/train,12300,1782096037.7503948,0.0015480939764529467
cls_loss/train,12400,1782096412.047707,0.0015821154229342937
cls_loss/train,12500,1782096524.2483249,0.001536983298137784
cls_loss/train,12600,1782096637.1457503,0.0015998032176867127
cls_loss/train,12700,1782096752.430332,0.0014060484245419502
cls_loss/train,12800,1782096865.5659835,0.001441128202714026
cls_loss/train,12900,1782096977.8362875,0.0015139569295570254
cls_loss/train,13000,1782097091.8471105,0.001427968731150031
cls_loss/train,13100,1782097204.132538,0.001410502940416336
cls_loss/train,13200,1782097316.3446035,0.001422333880327642
cls_loss/train,13300,1782097430.7452424,0.001898239366710186
cls_loss/train,13400,1782097542.9980748,0.001452333410270512
cls_loss/train,13500,1782097655.3283727,0.0014283900381997228
cls_loss/train,13600,1782097770.2385201,0.0013221034314483404
cls_loss/train,13700,1782097882.7570398,0.001395087456330657
cls_loss/train,13800,1782097995.3764632,0.0014119812985882163
cls_loss/train,13900,1782098107.559532,0.0013841501204296947
cls_loss/train,14000,1782098222.9517612,0.0013595627387985587
cls_loss/train,14100,1782098335.7018807,0.001327495090663433
cls_loss/train,14200,1782098448.0429037,0.0013624983839690685
cls_loss/train,14300,1782098562.4456954,0.0012468863278627396
cls_loss/train,14400,1782098675.2552257,0.0012346445582807064
cls_loss/train,14500,1782098787.613318,0.001255519688129425
cls_loss/train,14600,1782098901.6432655,0.0013011894188821316
cls_loss/train,14700,1782099014.7911184,0.0012522365432232618
cls_loss/train,14800,1782099127.345139,0.0012235901085659862
cls_loss/train,14900,1782099241.6121001,0.001307088416069746
cls_loss/train,15000,1782099353.4914474,0.0013323216699063778
cls_loss/train,15100,1782099466.0802503,0.0013063395163044333
cls_loss/train,15200,1782099580.802731,0.00116035807877779
cls_loss/train,15300,1782099693.3282113,0.0011704233475029469
cls_loss/train,15400,1782099806.2817638,0.001183168962597847
cls_loss/train,15500,1782100180.2423086,0.001231824397109449
cls_loss/train,15600,1782100292.5560515,0.001216463278979063
cls_loss/train,15700,1782100404.9137056,0.0011731138220056891
cls_loss/train,15800,1782100520.1145315,0.0012828701874241233
cls_loss/train,15900,1782100632.9887917,0.0011279807658866048
cls_loss/train,16000,1782100745.8573165,0.0011097850510850549
cls_loss/train,16100,1782100860.2220798,0.0011600431753322482
cls_loss/train,16200,1782100972.232746,0.0010816828580573201
cls_loss/train,16300,1782101084.9503164,0.0010827629594132304
cls_loss/train,16400,1782101199.7945867,0.0008294762228615582
cls_loss/train,16500,1782101312.1853533,0.0009569760295562446
cls_loss/train,16600,1782101424.851478,0.0010764406761154532
cls_loss/train,16700,1782101539.2740917,0.0011315910378471017
cls_loss/train,16800,1782101651.6899052,0.0010034204460680485
cls_loss/train,16900,1782101763.9569259,0.0010135301854461432
cls_loss/train,17000,1782101878.811265,0.0006980356411077082
cls_loss/train,17100,1782101991.3205018,0.0010403775377199054
cls_loss/train,17200,1782102103.3556507,0.0010076299076899886
cls_loss/train,17300,1782102215.5895247,0.0010242017451673746
cls_loss/train,17400,1782102329.9247227,0.0009468196076340973
cls_loss/train,17500,1782102442.2090228,0.0010055566672235727
cls_loss/train,17600,1782102555.19251,0.0009981724433600903
cls_loss/train,17700,1782102669.5775473,0.0010058365296572447
cls_loss/train,17800,1782102781.7532227,0.0009619637276045978
cls_loss/train,17900,1782102894.0842183,0.000948521017562598
cls_loss/train,18000,1782103008.7407815,0.0009163217036984861
cls_loss/train,18100,1782103120.7807798,0.0009144287323579192
cls_loss/train,18200,1782103233.4088147,0.0009096029680222273
cls_loss/train,18300,1782103347.6604795,0.0008202369208447635
cls_loss/train,18400,1782103460.2390206,0.0009176515741273761
cls_loss/train,18500,1782103572.6635616,0.0009374201763421297
cls_loss/train,18600,1782103945.6201959,0.0007527009001933038
cls_loss/train,18700,1782104057.857603,0.000862163258716464
cls_loss/train,18800,1782104170.139784,0.000869374256581068
cls_loss/train,18900,1782104284.3423111,0.0007957135094329715
cls_loss/train,19000,1782104397.8677976,0.0008388775167986751
cls_loss/train,19100,1782104511.115707,0.0008760901400819421
cls_loss/train,19200,1782104625.4593964,0.0008053748751990497
cls_loss/train,19300,1782104738.0532775,0.0008090215269476175
cls_loss/train,19400,1782104850.0501678,0.0008131572394631803
cls_loss/train,19500,1782104964.7133563,0.0007947140838950872
cls_loss/train,19600,1782105076.592449,0.0007893687579780817
cls_loss/train,19700,1782105188.7531006,0.0008210804080590606
cls_loss/train,19800,1782105303.7100618,0.0008383715758100152
cls_loss/train,19900,1782105416.0166814,0.0008509308099746704
cls_loss/train,20000,1782105528.1872852,0.0008705317741259933
cls_loss/train,20100,1782105643.1287265,0.0007703009760007262
cls_loss/train,20200,1782105755.7529867,0.0007971352897584438
cls_loss/train,20300,1782105868.2604203,0.0007855256553739309
cls_loss/train,20400,1782105982.5409007,0.0009161422494798899
cls_loss/train,20500,1782106094.806054,0.0007747036288492382
cls_loss/train,20600,1782106207.397834,0.000815051025711
cls_loss/train,20700,1782106319.7944944,0.0007893301662988961
cls_loss/train,20800,1782106434.4464676,0.0007410167017951608
cls_loss/train,20900,1782106546.9664197,0.0007463278016075492
cls_loss/train,21000,1782106659.2355285,0.0007433600258082151
cls_loss/train,21100,1782106773.8165712,0.0007518631173297763
cls_loss/train,21200,1782106885.797881,0.0007570289308205247
cls_loss/train,21300,1782106998.037457,0.0007525004912167788
cls_loss/train,21400,1782107112.6856399,0.0006709655281156301
cls_loss/train,21500,1782107224.83494,0.0006808614125475287
cls_loss/train,21600,1782107336.846181,0.000711018976289779
cls_loss/train,21700,1782107711.6540508,0.0006724288687109947
cls_loss/train,21800,1782107823.7785172,0.0006818526890128851
cls_loss/train,21900,1782107935.876193,0.0006938808364793658
cls_loss/train,22000,1782108050.1085217,0.0007036239258013666
cls_loss/train,22100,1782108162.2387345,0.0006921946769580245
cls_loss/train,22200,1782108275.008611,0.0006966310902498662
cls_loss/train,22300,1782108390.0404565,0.0006501065217889845
cls_loss/train,22400,1782108502.9291372,0.0006721940007992089
cls_loss/train,22500,1782108614.9707649,0.0006938197184354067
cls_loss/train,22600,1782108729.726154,0.0006349241593852639
cls_loss/train,22700,1782108842.1397026,0.0006778687820769846
cls_loss/train,22800,1782108954.2479742,0.000661208585370332
cls_loss/train,22900,1782109068.7126136,0.0007106217672117054
cls_loss/train,23000,1782109180.574815,0.0007096416666172445
cls_loss/train,23100,1782109292.7836866,0.0006790471961721778
cls_loss/train,23200,1782109407.3547654,0.0006327396258711815
cls_loss/train,23300,1782109519.9239264,0.0006513642729260027
cls_loss/train,23400,1782109631.8974094,0.0006405713502317667
cls_loss/train,23500,1782109746.5234425,0.000591666903346777
cls_loss/train,23600,1782109859.1868234,0.0006033717654645443
cls_loss/train,23700,1782109971.603234,0.0006255640764720738
cls_loss/train,23800,1782110086.035001,0.0006173664005473256
cls_loss/train,23900,1782110198.9461193,0.0006463743047788739
cls_loss/train,24000,1782110310.7601445,0.0006102456827647984
cls_loss/train,24100,1782110422.858261,0.0006162946810945868
cls_loss/train,24200,1782110537.3670325,0.0007025132072158158
cls_loss/train,24300,1782110649.3821297,0.0006312808254733682
cls_loss/train,24400,1782110761.1240256,0.0006144041544757783
cls_loss/train,24500,1782110875.491734,0.0005834168405272067
cls_loss/train,24600,1782110988.065286,0.0005995077081024647
cls_loss/train,24700,1782111099.983822,0.0006107877125032246
cls_loss/train,24800,1782111473.9882953,0.0005779440398328006
cls_loss/train,24900,1782111586.0809174,0.0005776500911451876
cls_loss/train,25000,1782111698.4200456,0.0005836678319610655
cls_loss/train,25100,1782111812.6454144,0.0005189480143599212
cls_loss/train,25200,1782111925.205054,0.0005308499676175416
cls_loss/train,25300,1782112037.670113,0.0005552973598241806
cls_loss/train,25400,1782112152.2782156,0.0005498994141817093
cls_loss/train,25500,1782112265.1732543,0.0005755502497777343
cls_loss/train,25600,1782112377.511941,0.0005659706075675786
cls_loss/train,25700,1782112491.7167857,0.0005878598312847316
cls_loss/train,25800,1782112603.7093382,0.0005761347711086273
cls_loss/train,25900,1782112716.165642,0.0005591691005975008
cls_loss/train,26000,1782112830.6326451,0.0005493185017257929
cls_loss/train,26100,1782112943.025708,0.0005395538755692542
cls_loss/train,26200,1782113054.929046,0.0005338577902875841
cls_loss/train,26300,1782113169.3363218,0.0005188971408642828
cls_loss/train,26400,1782113281.8989985,0.000544663576874882
cls_loss/train,26500,1782113394.624604,0.0005420141387730837
cls_loss/train,26600,1782113509.104911,0.0006064294138923287
cls_loss/train,26700,1782113621.402449,0.0005453439080156386
cls_loss/train,26800,1782113733.8332074,0.0005410290905274451
cls_loss/train,26900,1782113848.3626173,0.0005307625979185104
cls_loss/train,27000,1782113960.5774431,0.0005288275424391031
cls_loss/train,27100,1782114073.206636,0.0005450635217130184
cls_loss/train,27200,1782114187.2336473,0.0007270402275025845
cls_loss/train,27300,1782114299.3191345,0.0005516854580491781
cls_loss/train,27400,1782114411.7463095,0.000516507716383785
cls_loss/train,27500,1782114523.883248,0.0005389865254983306
cls_loss/train,27600,1782114638.9575357,0.0005240785540081561
cls_loss/train,27700,1782114751.1549757,0.0005052989581599832
cls_loss/train,27800,1782114863.682542,0.0005019137752242386
cls_loss/train,27900,1782115237.2668507,0.0004812906845472753
cls_loss/train,28000,1782115349.4882364,0.0004864758811891079
cls_loss/train,28100,1782115461.8803787,0.0004915116005577147
cls_loss/train,28200,1782115576.8955915,0.0005068332538940012
cls_loss/train,28300,1782115689.6114204,0.0004920860519632697
cls_loss/train,28400,1782115802.4248834,0.0004933663294650614
cls_loss/train,28500,1782115917.6796958,0.00048171242815442383
cls_loss/train,28600,1782116031.2027252,0.00047737648128531873
cls_loss/train,28700,1782116144.1505,0.0004807925142813474
cls_loss/train,28800,1782116258.9823816,0.0005073068314231932
cls_loss/train,28900,1782116371.8731318,0.0005213604890741408
cls_loss/train,29000,1782116484.5174546,0.0004929079441353679
cls_loss/train,29100,1782116598.8096678,0.0004902493092231452
cls_loss/train,29200,1782116711.660056,0.0004928609123453498
cls_loss/train,29300,1782116824.322791,0.0004906530375592411
cls_loss/train,29400,1782116939.4331934,0.00043178690248169005
cls_loss/train,29500,1782117051.9793813,0.00046098779421299696
cls_loss/train,29600,1782117164.463088,0.00046403033775277436
cls_loss/train,29700,1782117279.1054585,0.00042953158845193684
cls_loss/train,29800,1782117391.660767,0.0004518833593465388
cls_loss/train,29900,1782117504.1165779,0.0004555571940727532
cls_loss/train,30000,1782117619.0577118,0.0004879804910160601
cls_loss/train,30100,1782117731.4117453,0.0004626559966709465
cls_loss/train,30200,1782117844.274033,0.00047632594942115247
cls_loss/train,30300,1782117959.5369513,0.0005015783244743943
cls_loss/train,30400,1782118072.4126205,0.000466413184767589
cls_loss/train,30500,1782118184.6451852,0.0004613986820913851
cls_loss/train,30600,1782118299.3675997,0.0005847525899298489
cls_loss/train,30700,1782118411.7808332,0.0004204191791359335
cls_loss/train,30800,1782118524.4263902,0.00042567113996483386
cls_loss/train,30900,1782118636.9945784,0.0004435859445948154
cls_loss/train,31000,1782119014.680503,0.00048175998381339014
cls_loss/train,31100,1782119127.5919495,0.00046640410437248647
cls_loss/train,31200,1782119240.0044074,0.00046292171464301646
cls_loss/train,31300,1782119354.736548,0.00045114546082913876
cls_loss/train,31400,1782119467.5386527,0.000442669348558411
cls_loss/train,31500,1782119579.9686472,0.00043755071237683296
cls_loss/train,31600,1782119694.5879943,0.0004573934420477599
cls_loss/train,31700,1782119807.6548905,0.0004348159418441355
cls_loss/train,31800,1782119921.0600672,0.0004280266584828496
cls_loss/train,31900,1782120036.118616,0.00043959321919828653
cls_loss/train,32000,1782120148.5117319,0.00042445672443136573
cls_loss/train,32100,1782120261.5062046,0.0004252252692822367
cls_loss/train,32200,1782120375.989754,0.00041211763164028525
cls_loss/train,32300,1782120488.4368129,0.00042308762203902006
cls_loss/train,32400,1782120600.7342672,0.00042395899072289467
cls_loss/train,32500,1782120715.4400182,0.00040603074012324214
cls_loss/train,32600,1782120828.1882157,0.0004192116903141141
cls_loss/train,32700,1782120940.8253686,0.0004283634771127254
cls_loss/train,32800,1782121055.6287637,0.0004258503031451255
cls_loss/train,32900,1782121168.4997573,0.00043141230707988143
cls_loss/train,33000,1782121280.7332895,0.00043663644464686513
cls_loss/train,33100,1782121396.0582902,0.0004548683064058423
cls_loss/train,33200,1782121508.343421,0.0004473766894079745
cls_loss/train,33300,1782121620.3399754,0.00042972684605047107
cls_loss/train,33400,1782121735.6113667,0.0004959367215633392
cls_loss/train,33500,1782121848.1188715,0.0004263106966391206
cls_loss/train,33600,1782121960.4261265,0.0004244193260092288
cls_loss/train,33700,1782122074.824009,0.0003447234339546412
cls_loss/train,33800,1782122187.5274568,0.00039191625546664
cls_loss/train,33900,1782122299.894185,0.0004070684080943465
cls_loss/train,34000,1782122678.5604868,0.00034561922075226903
cls_loss/train,34100,1782122790.982897,0.0004267682379577309
cls_loss/train,34200,1782122904.1282651,0.0004167394363321364
cls_loss/train,34300,1782123019.1746767,0.0003207963309250772
cls_loss/train,34400,1782123131.693453,0.0004228514153510332
cls_loss/train,34500,1782123244.1186075,0.0004031307471450418
cls_loss/train,34600,1782123357.1132326,0.0004031200078316033
cls_loss/train,34700,1782123471.2018359,0.0003676480846479535
cls_loss/train,34800,1782123584.4635315,0.00037615353357978165
cls_loss/train,34900,1782123698.448361,0.0004038086044602096
cls_loss/train,35000,1782123813.3775673,0.0003992367419414222
cls_loss/train,35100,1782123925.7327268,0.0004037638136651367
cls_loss/train,35200,1782124038.395219,0.0004105711414013058
cls_loss/train,35300,1782124153.2902665,0.000407720566727221
cls_loss/train,35400,1782124265.9124098,0.0004066050751134753
cls_loss/train,35500,1782124378.6287918,0.00041178992250934243
cls_loss/train,35600,1782124493.2352264,0.0003806846507359296
cls_loss/train,35700,1782124606.4299726,0.00038753703120164573
cls_loss/train,35800,1782124719.2114143,0.000393919472116977
cls_loss/train,35900,1782124833.8021166,0.00037032386171631515
cls_loss/train,36000,1782124946.0895727,0.00038488907739520073
cls_loss/train,36100,1782125058.4081318,0.00039238337194547057
cls_loss/train,36200,1782125173.3016682,0.0004059124330524355
cls_loss/train,36300,1782125285.5969636,0.0004119510413147509
cls_loss/train,36400,1782125397.9869158,0.00040166248800233006
cls_loss/train,36500,1782125512.6342442,0.0003541309561114758
cls_loss/train,36600,1782125625.4694386,0.00038805700023658574
cls_loss/train,36700,1782125738.0331743,0.0003815368690993637
cls_loss/train,36800,1782125852.7756782,0.00047071397420950234
cls_loss/train,36900,1782125965.1908922,0.00041219108970835805
cls_loss/train,37000,1782126077.5324905,0.0004031368298456073
reg_loss/train,100,1782081374.9206655,3.113213062286377
reg_loss/train,200,1782081489.0018513,2.8022313117980957
reg_loss/train,300,1782081602.293878,2.6032121181488037
reg_loss/train,400,1782081717.657001,2.049663782119751
reg_loss/train,500,1782081831.3503811,1.9931238889694214
reg_loss/train,600,1782081944.6817222,1.9552594423294067
reg_loss/train,700,1782082060.1072168,1.7943511009216309
reg_loss/train,800,1782082174.212992,1.7630363702774048
reg_loss/train,900,1782082288.1123912,1.7416068315505981
reg_loss/train,1000,1782082404.340186,1.6462279558181763
reg_loss/train,1100,1782082518.4049404,1.6222972869873047
reg_loss/train,1200,1782082632.4066007,1.6078704595565796
reg_loss/train,1300,1782082748.2963417,1.540930986404419
reg_loss/train,1400,1782082862.4128368,1.5363693237304688
reg_loss/train,1500,1782082976.2557442,1.5265051126480103
reg_loss/train,1600,1782083092.3295376,1.4550034999847412
reg_loss/train,1700,1782083205.7002783,1.4631513357162476
reg_loss/train,1800,1782083320.0142264,1.4476011991500854
reg_loss/train,1900,1782083436.0885065,1.3986308574676514
reg_loss/train,2000,1782083550.0400298,1.3920449018478394
reg_loss/train,2100,1782083664.2330751,1.3841418027877808
reg_loss/train,2200,1782083780.6050591,1.341968059539795
reg_loss/train,2300,1782083894.7070992,1.3390241861343384
reg_loss/train,2400,1782084009.1256492,1.3388793468475342
reg_loss/train,2500,1782084125.2663815,1.302935242652893
reg_loss/train,2600,1782084239.1154659,1.2932605743408203
reg_loss/train,2700,1782084353.3167505,1.2973897457122803
reg_loss/train,2800,1782084468.8837802,1.271484375
reg_loss/train,2900,1782084582.7828295,1.2734178304672241
reg_loss/train,3000,1782084696.8650565,1.2674018144607544
reg_loss/train,3100,1782085089.55695,1.2210214138031006
reg_loss/train,3200,1782085202.9865835,1.233984351158142
reg_loss/train,3300,1782085315.8331425,1.23134446144104
reg_loss/train,3400,1782085430.3239233,1.21052086353302
reg_loss/train,3500,1782085543.0307646,1.2136036157608032
reg_loss/train,3600,1782085655.7053115,1.2106741666793823
reg_loss/train,3700,1782085768.4944644,1.2064772844314575
reg_loss/train,3800,1782085883.2533913,1.191056728363037
reg_loss/train,3900,1782085995.9031098,1.1920024156570435
reg_loss/train,4000,1782086108.337485,1.1897176504135132
reg_loss/train,4100,1782086222.9960794,1.1699696779251099
reg_loss/train,4200,1782086335.753291,1.1716413497924805
reg_loss/train,4300,1782086448.4011621,1.1657443046569824
reg_loss/train,4400,1782086563.0509753,1.1606965065002441
reg_loss/train,4500,1782086675.4480126,1.1552273035049438
reg_loss/train,4600,1782086788.0798674,1.1483519077301025
reg_loss/train,4700,1782086903.5210712,1.1289831399917603
reg_loss/train,4800,1782087015.8468087,1.123245120048523
reg_loss/train,4900,1782087128.718915,1.1240383386611938
reg_loss/train,5000,1782087243.186779,1.115713119506836
reg_loss/train,5100,1782087355.617278,1.1141690015792847
reg_loss/train,5200,1782087468.3505785,1.1114791631698608
reg_loss/train,5300,1782087582.457412,1.0885018110275269
reg_loss/train,5400,1782087694.759743,1.098971962928772
reg_loss/train,5500,1782087807.4143739,1.0954763889312744
reg_loss/train,5600,1782087922.553928,1.0860284566879272
reg_loss/train,5700,1782088035.154166,1.0848665237426758
reg_loss/train,5800,1782088147.7098534,1.0846693515777588
reg_loss/train,5900,1782088262.6275165,1.0714199542999268
reg_loss/train,6000,1782088375.143419,1.0683488845825195
reg_loss/train,6100,1782088487.3492584,1.0674110651016235
reg_loss/train,6200,1782088866.7056348,1.067272424697876
reg_loss/train,6300,1782088979.892849,1.056192398071289
reg_loss/train,6400,1782089093.3364182,1.057108759880066
reg_loss/train,6500,1782089208.0278878,1.0376359224319458
reg_loss/train,6600,1782089320.6013303,1.0464441776275635
reg_loss/train,6700,1782089432.7610312,1.0448631048202515
reg_loss/train,6800,1782089547.598114,1.0508809089660645
reg_loss/train,6900,1782089660.1463768,1.0357798337936401
reg_loss/train,7000,1782089772.4375978,1.0357543230056763
reg_loss/train,7100,1782089885.4029646,1.0361709594726562
reg_loss/train,7200,1782089999.9604177,1.0291272401809692
reg_loss/train,7300,1782090112.629886,1.0282756090164185
reg_loss/train,7400,1782090225.0180209,1.027494192123413
reg_loss/train,7500,1782090339.9320703,1.0176876783370972
reg_loss/train,7600,1782090451.9281905,1.0167816877365112
reg_loss/train,7700,1782090564.2762618,1.0175803899765015
reg_loss/train,7800,1782090679.9365156,1.0059586763381958
reg_loss/train,7900,1782090792.4950233,1.0035524368286133
reg_loss/train,8000,1782090904.8257818,1.006456732749939
reg_loss/train,8100,1782091020.0900078,0.9996752738952637
reg_loss/train,8200,1782091132.88786,0.9954663515090942
reg_loss/train,8300,1782091245.0228784,0.9953756332397461
reg_loss/train,8400,1782091359.2477248,0.9925755262374878
reg_loss/train,8500,1782091472.1504502,0.9921565651893616
reg_loss/train,8600,1782091584.669869,0.992054283618927
reg_loss/train,8700,1782091699.4127665,0.977824866771698
reg_loss/train,8800,1782091812.2616355,0.9891883730888367
reg_loss/train,8900,1782091924.9182885,0.9836550951004028
reg_loss/train,9000,1782092039.398106,0.9710134267807007
reg_loss/train,9100,1782092152.1915674,0.9731043577194214
reg_loss/train,9200,1782092264.7993338,0.9718443155288696
reg_loss/train,9300,1782092644.4756017,0.9585028886795044
reg_loss/train,9400,1782092757.268484,0.9617438912391663
reg_loss/train,9500,1782092870.4594681,0.9673898816108704
reg_loss/train,9600,1782092985.53464,0.9495314955711365
reg_loss/train,9700,1782093098.5343862,0.9562375545501709
reg_loss/train,9800,1782093210.8123775,0.9588882923126221
reg_loss/train,9900,1782093325.142487,0.9559934735298157
reg_loss/train,10000,1782093437.4840724,0.9536277055740356
reg_loss/train,10100,1782093550.019965,0.9516202807426453
reg_loss/train,10200,1782093664.6982307,0.8991917967796326
reg_loss/train,10300,1782093777.4415429,0.9474234580993652
reg_loss/train,10400,1782093889.3431537,0.9435464143753052
reg_loss/train,10500,1782094001.4924042,0.9445677995681763
reg_loss/train,10600,1782094115.7420695,0.9424471259117126
reg_loss/train,10700,1782094228.2998078,0.9395903944969177
reg_loss/train,10800,1782094340.8004813,0.9405379295349121
